ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|
ED|DR|DR|AM|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|DR|DR|DR|UR|DR|ST|ST|MA|DR|DR|DR|DR|DR|ST|UR|GO|UR|DR|DR|AM|DR|TO|DR|ST|DR|DR|DR|DR|DR|DR|DR|ST|DR|ST|MA|DR|TO|GO|DR|DR|DR|DR|TO|DR|DR|ST|ST|ST|DR|TO|DR|TO|RU|GO|AR|DR|DR|DR|DR|DR|RU|DR|DR|GO|DR|ST|DR|DR|DR|DR|DR|UR|ST|DR|DR|UR|UR|DR|MA|ST|ED|
ED|DR|ST|DR|PL|DR|DR|DR|DR|GO|DR|DR|DR|GO|DR|DR|DR|DR|DR|AR|PL|DR|DR|DR|DR|DR|ST|DR|UR|DR|DR|DR|DR|RU|DR|PL|DR|DR|DR|DR|DR|DR|DR|DR|RU|DR|DR|DR|DR|DR|DR|OP|DR|DR|DR|DR|DR|DR|DR|DR|DR|OP|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|AM|RU|DR|UR|UR|DR|DR|GO|AM|DR|AM|DR|PL|DR|AM|DR|DR|DR|MA|DR|ED|
ED|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|AM|MA|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|ST|DR|ST|ST|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|GO|GO|UR|DR|RU|DR|TO|DR|DR|UR|DR|DR|DR|DR|DR|DR|ST|ST|DR|DR|AR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|PL|RU|ST|DR|AM|DR|AR|DR|DR|DR|DR|ST|DR|DR|DR|OP|ED|
ED|DR|TO|DR|ST|DR|ST|DR|DR|DR|DR|DR|DR|TO|DR|DR|DR|ST|AM|DR|DR|DR|RU|DR|DR|DR|DR|ST|DR|DR|PL|DR|DR|DR|ST|DR|OP|MA|DR|DR|DR|DR|DR|DR|ST|DR|ST|DR|RU|DR|ST|DR|ST|DR|DR|ST|DR|MA|DR|MA|DR|UR|DR|DR|GO|DR|DR|MA|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|AM|ST|DR|ST|DR|DR|DR|DR|MA|ST|DR|AR|ST|DR|TO|DR|ST|DR|DR|ST|ST|ED|
ED|DR|DR|DR|GO|DR|ST|DR|DR|OP|DR|DR|DR|ST|DR|ST|DR|PL|DR|DR|DR|DR|DR|PL|DR|DR|DR|DR|GO|DR|DR|DR|ST|DR|RU|OP|DR|DR|PL|ST|DR|DR|DR|PL|DR|DR|DR|DR|AM|DR|PL|OP|DR|DR|ST|DR|DR|RU|OP|UR|DR|DR|DR|MA|DR|DR|ST|OP|ST|DR|DR|UR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|ST|DR|DR|AM|DR|DR|DR|DR|RU|DR|DR|DR|OP|DR|DR|ED|
ED|DR|DR|DR|DR|DR|RU|DR|DR|DR|ST|DR|DR|DR|OP|DR|DR|DR|DR|MA|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|ST|DR|DR|DR|DR|OP|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|PL|GO|DR|DR|DR|DR|ST|ST|DR|DR|DR|DR|OP|DR|ST|UR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|UR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ED|
ED|DR|DR|DR|DR|UR|DR|DR|DR|DR|DR|ST|DR|DR|AM|DR|DR|DR|DR|DR|DR|OP|DR|DR|PL|DR|DR|DR|RU|RU|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|GO|MA|DR|DR|DR|TO|DR|OP|DR|DR|ST|ST|UR|DR|ST|DR|DR|ST|GO|DR|DR|DR|AM|AR|DR|ST|DR|DR|DR|OP|DR|DR|ST|DR|DR|DR|DR|PL|ST|PL|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|ED|
ED|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|RU|ST|DR|DR|DR|TO|DR|DR|DR|DR|UR|GO|DR|DR|ST|ST|DR|GO|DR|ST|AR|DR|DR|OP|DR|AM|DR|RU|PL|DR|DR|DR|UR|DR|ST|AM|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|UR|AR|AM|ST|DR|DR|DR|DR|DR|DR|DR|OP|AM|DR|DR|DR|ST|ST|DR|RU|DR|AM|AM|DR|DR|ST|UR|DR|DR|DR|DR|DR|DR|DR|DR|RU|DR|DR|PL|GO|ED|
ED|ST|DR|DR|DR|RU|DR|RU|TO|ST|DR|DR|UR|GO|DR|AM|UR|OP|DR|DR|DR|UR|TO|DR|DR|OP|DR|DR|DR|DR|DR|DR|DR|ST|ST|DR|DR|DR|DR|DR|DR|DR|DR|AM|DR|TO|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|OP|DR|AR|DR|DR|DR|DR|DR|DR|DR|DR|DR|RU|DR|RU|TO|PL|DR|ST|DR|DR|DR|AM|DR|DR|DR|DR|DR|DR|DR|MA|DR|DR|DR|DR|DR|DR|DR|DR|TO|DR|MA|DR|ED|
ED|DR|DR|DR|DR|ST|UR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|GO|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|MA|DR|DR|DR|DR|DR|DR|GO|DR|TO|UR|TO|DR|PL|DR|ST|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|UR|DR|DR|DR|DR|ST|AR|DR|DR|PL|DR|DR|DR|DR|DR|PL|DR|ST|MA|ST|DR|DR|DR|DR|DR|UR|DR|DR|OP|DR|AR|DR|DR|TO|ED|
ED|DR|DR|DR|PL|DR|DR|TO|DR|DR|GO|DR|DR|DR|DR|PL|DR|OP|DR|DR|DR|DR|DR|PL|DR|DR|DR|DR|DR|DR|DR|DR|ST|GO|PL|DR|DR|DR|DR|DR|RU|DR|DR|DR|OP|DR|DR|RU|DR|DR|DR|DR|DR|MA|PL|DR|DR|PL|DR|DR|DR|DR|OP|AR|DR|OP|DR|AM|DR|DR|DR|DR|GO|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|MA|DR|AM|DR|MA|DR|DR|ED|
ED|DR|ST|EM|DR|DR|GO|DR|EM|DR|DR|DR|DR|DR|DR|DR|DR|DR|EM|EM|DR|DR|DR|EM|DR|DR|DR|DR|RU|AM|DR|DR|DR|PL|DR|PL|DR|DR|DR|DR|DR|DR|ST|TO|DR|DR|DR|ST|DR|DR|NE|DR|DR|DR|DR|DR|DR|DR|DR|AM|MA|DR|DR|DR|GO|DR|EM|ST|DR|DR|RU|DR|DR|DR|DR|MA|PL|DR|DR|OP|DR|DR|DR|GO|ST|PL|DR|RU|DR|DR|DR|DR|DR|MA|DR|DR|NE|GO|DR|ED|
ED|DR|AR|TO|DR|DR|DR|DR|DR|DR|AM|DR|DR|OP|MA|OP|MA|DR|DR|AM|DR|DR|DR|DR|DR|ST|EM|ST|MA|DR|DR|DR|DR|RU|DR|DR|AR|DR|PL|DR|DR|AM|DR|DR|DR|ST|ST|DR|DR|DR|DR|TO|DR|DR|DR|ST|DR|DR|EM|TO|DR|EM|DR|NE|EM|DR|DR|DR|GO|DR|DR|MA|EM|DR|DR|DR|DR|ST|NE|DR|DR|DR|TO|DR|MA|DR|ST|DR|DR|DR|DR|DR|DR|AR|DR|DR|DR|DR|DR|ED|
ED|DR|DR|DR|DR|DR|DR|DR|RU|PL|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|MA|GO|DR|AM|NE|NE|DR|DR|DR|DR|ST|AM|DR|EM|RU|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|MA|DR|DR|DR|DR|DR|DR|DR|EM|DR|DR|AM|DR|AR|DR|RU|DR|AR|DR|DR|DR|AM|DR|DR|PL|GO|DR|EM|ST|DR|DR|DR|ST|ST|DR|DR|MA|DR|GO|EM|DR|DR|OP|DR|PL|DR|DR|DR|DR|AR|DR|DR|DR|DR|ED|
ED|DR|DR|ST|DR|AR|DR|OP|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|MA|DR|DR|DR|RU|DR|DR|TO|EM|DR|AM|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|ST|TO|DR|DR|DR|DR|DR|AR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|ST|DR|DR|DR|MA|ST|DR|NE|EM|DR|NE|MA|AM|DR|PL|DR|EM|DR|DR|DR|DR|EM|ED|
ED|EM|ST|DR|DR|DR|DR|AM|GO|DR|DR|DR|NE|DR|ST|DR|TO|DR|DR|EM|AM|DR|EM|DR|DR|DR|DR|DR|DR|DR|DR|NE|DR|GO|DR|DR|DR|RU|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|PL|DR|RU|DR|DR|DR|DR|DR|AM|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|GO|RU|DR|DR|DR|DR|PL|DR|DR|MA|DR|DR|DR|DR|DR|DR|DR|PL|DR|ST|RU|TO|DR|DR|ED|
ED|ST|DR|DR|GO|GO|DR|DR|TO|TO|DR|DR|DR|DR|DR|TO|OP|TO|GO|DR|DR|NE|DR|DR|GO|ST|DR|EM|DR|DR|DR|GO|DR|GO|DR|ST|DR|DR|RU|DR|ST|DR|DR|DR|DR|DR|DR|PL|DR|AM|ST|DR|PL|DR|DR|DR|ST|DR|GO|GO|DR|EM|DR|MA|ST|DR|DR|DR|ST|GO|DR|DR|GO|DR|DR|DR|DR|MA|DR|DR|TO|AR|ST|AM|ST|GO|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|ST|DR|DR|ED|
ED|DR|GO|ST|DR|OP|ST|GO|DR|GO|DR|DR|RU|DR|DR|AM|DR|DR|ST|DR|DR|DR|DR|GO|AR|DR|EM|DR|DR|ST|EM|DR|DR|DR|OP|DR|DR|DR|DR|DR|DR|DR|NE|OP|DR|DR|DR|DR|DR|ST|DR|DR|DR|EM|DR|DR|ST|DR|DR|DR|DR|DR|GO|DR|ST|MA|PL|NE|DR|MA|DR|DR|NE|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|RU|DR|DR|DR|DR|DR|GO|ST|DR|DR|DR|ST|DR|GO|ST|TO|ED|
ED|DR|NE|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|RU|DR|MA|DR|DR|DR|NE|DR|DR|DR|NE|DR|DR|AR|RU|DR|DR|DR|DR|DR|DR|EM|DR|AR|DR|DR|NE|DR|DR|DR|DR|DR|PL|PL|OP|RU|ST|EM|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|ST|DR|TO|DR|DR|DR|DR|DR|DR|DR|DR|PL|DR|DR|GO|EM|DR|DR|DR|DR|DR|DR|DR|ED|
ED|DR|DR|AM|DR|AR|PL|DR|DR|DR|DR|DR|DR|DR|OP|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|ST|GO|DR|DR|DR|DR|EM|DR|DR|OP|DR|DR|OP|TO|DR|TO|DR|DR|DR|DR|DR|ST|ST|DR|DR|TO|DR|DR|ST|DR|ST|ST|DR|TO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|PL|DR|PL|DR|ST|TO|AR|NE|DR|AM|MA|ST|DR|DR|RU|DR|DR|DR|DR|DR|DR|DR|GO|DR|ST|DR|DR|ST|OP|ST|ED|
ED|DR|DR|DR|RU|DR|ST|DR|DR|DR|DR|ST|DR|DR|GO|DR|DR|DR|DR|DR|DR|TO|DR|DR|DR|DR|AM|DR|DR|DR|OP|DR|DR|NE|DR|GO|ST|EM|DR|DR|DR|DR|DR|DR|AR|DR|RU|DR|DR|DR|DR|DR|DR|DR|NE|ST|GO|DR|DR|ST|ST|DR|DR|DR|PL|DR|DR|DR|GO|RU|EM|AM|ST|DR|DR|DR|DR|DR|DR|DR|DR|OP|OP|DR|DR|DR|EM|DR|DR|DR|TO|OP|DR|MA|DR|EM|DR|DR|DR|ED|
ED|DR|DR|DR|DR|DR|AM|DR|DR|DR|DR|DR|TO|DR|DR|DR|DR|DR|DR|DR|DR|DR|AR|DR|AM|AR|RU|DR|DR|DR|DR|DR|ST|DR|ST|DR|DR|OP|DR|DR|DR|DR|AM|DR|DR|DR|DR|OP|GO|ST|DR|DR|OP|DR|DR|DR|DR|DR|DR|DR|DR|DR|OP|DR|ST|DR|EM|DR|ST|DR|DR|DR|DR|DR|GO|DR|MA|DR|DR|DR|PL|DR|DR|DR|AM|DR|DR|GO|DR|OP|AR|DR|DR|DR|ST|EM|DR|DR|GO|ED|
ED|DR|DR|DR|RU|DR|DR|DR|DR|ST|GO|DR|OP|DR|EM|GO|DR|DR|ST|DR|ST|DR|DR|GO|DR|DR|DR|ST|DR|ST|DR|DR|NE|DR|NE|DR|DR|PL|PL|DR|DR|OP|DR|DR|DR|AR|DR|DR|DR|DR|ST|DR|DR|DR|TO|DR|DR|DR|ST|RU|ST|AM|ST|DR|DR|AR|DR|DR|DR|DR|AR|OP|DR|DR|DR|ST|DR|AR|DR|NE|OP|EM|DR|DR|DR|DR|DR|DR|ST|DR|GO|ST|DR|DR|DR|MA|DR|DR|DR|ED|
ED|AM|DR|DR|DR|DR|DR|DR|ST|DR|DR|MA|DR|DR|ST|ST|DR|DR|DR|DR|GO|DR|DR|DR|DR|EM|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|MA|DR|ST|DR|DR|DR|TO|NE|GO|DR|DR|ST|RU|NE|ST|DR|DR|TO|GO|AR|RU|ST|DR|MA|DR|DR|DR|NE|DR|DR|DR|PL|DR|DR|DR|DR|OP|DR|DR|DR|DR|DR|GO|DR|DR|ST|DR|DR|DR|DR|DR|DR|ED|
ED|DR|ST|DR|DR|TO|PL|DR|AM|DR|DR|DR|DR|DR|NE|DR|DR|GO|DR|AM|DR|GO|DR|DR|DR|DR|DR|MA|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|EM|DR|DR|DR|DR|DR|DR|ST|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|EM|DR|DR|MA|MA|DR|DR|DR|MA|DR|DR|DR|MA|DR|DR|DR|DR|ST|EM|ST|DR|DR|OP|DR|DR|DR|GO|DR|DR|TO|DR|DR|PL|DR|NE|DR|DR|PL|DR|DR|DR|DR|ED|
ED|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|TO|DR|DR|DR|OP|EM|DR|DR|DR|DR|ST|DR|ST|RU|AM|TO|DR|DR|ST|ST|DR|DR|PL|DR|DR|PL|TO|DR|DR|DR|AM|PL|DR|DR|DR|DR|DR|DR|DR|DR|DR|RU|DR|DR|DR|DR|DR|GO|GO|DR|DR|RU|DR|TO|GO|DR|DR|DR|DR|NE|MA|DR|NE|DR|DR|DR|DR|DR|DR|DR|GO|TO|ST|DR|DR|DR|DR|DR|AR|DR|DR|DR|DR|ED|
ED|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|OP|DR|DR|DR|DR|DR|AR|DR|DR|DR|DR|DR|DR|OP|ST|DR|DR|DR|GO|ST|DR|TO|DR|DR|DR|DR|DR|DR|DR|DR|NE|DR|DR|MA|DR|DR|EM|OP|DR|DR|GO|DR|DR|DR|ST|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|GO|DR|DR|DR|DR|GO|ED|
ED|DR|DR|DR|DR|DR|ST|AM|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|PL|DR|NE|PL|EM|PL|DR|DR|AR|RU|NE|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|NE|DR|RU|DR|GO|DR|DR|DR|GO|DR|ST|DR|DR|NE|DR|DR|DR|TO|DR|DR|DR|ST|DR|DR|DR|DR|OP|NE|DR|DR|DR|DR|ST|DR|TO|DR|DR|DR|DR|OP|DR|EM|DR|DR|TO|DR|DR|OP|DR|DR|AM|DR|DR|PL|DR|ST|ED|
ED|DR|DR|DR|DR|ST|DR|DR|GO|DR|DR|ST|DR|PL|DR|NE|DR|DR|DR|DR|DR|PL|DR|DR|AM|ST|OP|DR|DR|DR|DR|DR|DR|DR|DR|MA|DR|DR|DR|AR|DR|DR|ST|DR|DR|RU|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|ST|DR|ST|DR|DR|DR|DR|AR|DR|DR|ST|DR|DR|ST|DR|AM|DR|ST|RU|DR|DR|PL|DR|DR|DR|DR|ST|ST|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ED|
ED|DR|AM|DR|DR|DR|DR|DR|DR|RU|DR|DR|DR|NE|DR|MA|DR|DR|ST|DR|DR|DR|AM|ST|DR|AM|DR|DR|DR|AR|DR|DR|DR|DR|DR|DR|DR|DR|RU|AR|DR|ST|DR|DR|DR|DR|AM|DR|OP|DR|DR|DR|DR|DR|DR|MA|DR|AM|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|DR|AR|ST|DR|DR|PL|DR|AR|DR|DR|DR|PL|DR|EM|DR|DR|DR|DR|ST|ST|DR|DR|NE|EM|DR|GO|GO|DR|DR|ED|
ED|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|OP|DR|ST|DR|DR|EM|EM|TO|AM|DR|DR|ST|DR|DR|ST|DR|DR|ST|MA|RU|OP|EM|DR|OP|DR|GO|DR|AR|DR|ST|DR|DR|DR|DR|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|TO|DR|DR|DR|DR|GO|ST|DR|DR|DR|DR|ST|GO|ST|DR|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|PL|AM|DR|DR|DR|TO|DR|ED|
ED|TO|NE|DR|AR|DR|DR|ST|DR|DR|RU|NE|DR|AR|ST|DR|DR|DR|ST|RU|DR|DR|DR|DR|DR|DR|PL|DR|DR|DR|PL|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|ST|DR|TO|DR|OP|DR|DR|TO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|AR|DR|DR|DR|DR|GO|DR|DR|DR|ST|ST|DR|DR|DR|DR|DR|DR|GO|RU|ST|DR|AR|DR|RU|DR|DR|DR|DR|DR|DR|ED|
ED|DR|DR|DR|DR|DR|DR|DR|DR|MA|DR|DR|DR|DR|DR|TO|DR|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|RU|ST|GO|DR|NE|DR|GO|DR|DR|PL|DR|DR|AM|DR|DR|DR|OP|DR|DR|DR|DR|PL|DR|DR|DR|DR|PL|PL|RU|AR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|MA|NE|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|GO|DR|DR|DR|AR|EM|DR|DR|DR|DR|ED|
ED|ST|DR|DR|DR|DR|ST|EM|DR|DR|DR|DR|DR|GO|DR|DR|DR|NE|DR|DR|DR|DR|DR|DR|AM|DR|DR|NE|DR|DR|DR|DR|DR|DR|DR|DR|DR|PL|DR|TO|DR|DR|AM|DR|DR|DR|DR|DR|TO|DR|RU|EM|DR|NE|TO|DR|DR|DR|GO|DR|OP|DR|DR|GO|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|EM|ST|DR|DR|DR|DR|OP|DR|DR|MA|DR|DR|DR|DR|GO|DR|PL|ED|
ED|DR|DR|DR|DR|GO|MA|DR|DR|DR|DR|DR|PL|DR|DR|DR|DR|EM|ST|DR|DR|DR|DR|EM|ST|DR|DR|DR|OP|DR|DR|DR|DR|DR|DR|DR|ST|ST|DR|AM|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|TO|PL|DR|DR|RU|DR|DR|MA|DR|DR|DR|DR|DR|DR|AM|DR|DR|EM|DR|DR|GO|DR|DR|DR|EM|GO|DR|PL|ST|DR|OP|ED|
ED|AM|DR|DR|DR|DR|DR|DR|ST|RU|DR|ST|GO|DR|ST|DR|TO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|TO|DR|DR|GO|DR|PL|DR|DR|DR|ST|DR|DR|DR|PL|DR|DR|DR|DR|NE|DR|DR|PL|DR|DR|NE|DR|RU|DR|DR|DR|DR|DR|NE|DR|DR|DR|AR|DR|DR|ST|DR|DR|DR|DR|DR|AM|DR|DR|TO|DR|PL|DR|DR|DR|ED|
ED|NE|DR|EM|MA|TO|DR|NE|DR|PL|DR|DR|DR|AM|DR|DR|RU|ST|DR|EM|DR|DR|DR|DR|AR|RU|DR|DR|PL|DR|DR|DR|PL|DR|NE|DR|DR|RU|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|OP|AR|PL|DR|ST|DR|DR|DR|EM|ST|DR|DR|MA|NE|DR|DR|DR|AR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|OP|DR|DR|DR|DR|DR|ST|RU|DR|DR|DR|DR|ED|
ED|GO|DR|GO|DR|PL|DR|DR|TO|ST|PL|AR|DR|TO|DR|TO|DR|DR|DR|ST|DR|DR|DR|ST|PL|DR|OP|DR|DR|DR|DR|GO|DR|GO|TO|DR|DR|DR|DR|DR|DR|DR|DR|TO|GO|ST|DR|ST|DR|DR|DR|EM|DR|OP|DR|DR|TO|DR|DR|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|MA|DR|DR|OP|GO|DR|DR|DR|DR|DR|EM|NE|DR|DR|DR|DR|EM|DR|DR|EM|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ED|
ED|TO|DR|DR|DR|AR|DR|GO|AM|DR|EM|ST|AM|DR|ST|MA|DR|AR|DR|DR|DR|ST|ST|DR|TO|PL|TO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|EM|DR|DR|DR|DR|DR|DR|ST|DR|DR|MA|DR|DR|PL|RU|DR|DR|GO|NE|DR|DR|DR|TO|DR|DR|DR|GO|DR|DR|ST|DR|ST|DR|DR|DR|DR|TO|DR|DR|DR|DR|DR|RU|DR|EM|DR|DR|DR|DR|DR|DR|DR|PL|DR|ST|DR|NE|DR|DR|DR|DR|ED|
ED|NE|AR|DR|DR|NE|DR|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|ST|DR|DR|AM|DR|DR|DR|AM|DR|DR|DR|DR|AR|DR|GO|DR|ST|DR|DR|DR|DR|DR|RU|OP|ST|GO|ST|DR|DR|AM|DR|NE|ST|DR|DR|DR|DR|PL|DR|DR|DR|DR|DR|OP|DR|DR|DR|EM|DR|DR|DR|DR|RU|DR|DR|DR|DR|GO|DR|DR|DR|EM|PL|DR|DR|RU|DR|DR|RU|ST|DR|ST|DR|ED|
ED|DR|AR|DR|DR|TO|DR|DR|DR|NE|PL|DR|GO|DR|DR|DR|ST|TO|OP|DR|DR|DR|DR|DR|DR|DR|DR|DR|AM|DR|GO|DR|DR|DR|TO|DR|DR|DR|ST|TO|DR|DR|DR|DR|NE|DR|OP|DR|DR|DR|DR|DR|DR|TO|TO|DR|DR|DR|ST|DR|PL|DR|DR|DR|TO|DR|AM|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|OP|DR|OP|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|AR|MA|DR|ED|
ED|NE|ST|DR|RU|DR|DR|DR|GO|DR|GO|DR|DR|DR|DR|OP|DR|GO|AM|DR|DR|DR|AM|DR|DR|OP|DR|DR|ST|DR|DR|DR|RU|DR|ST|DR|DR|DR|DR|DR|DR|DR|GO|GO|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|EM|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|EM|OP|DR|DR|DR|DR|DR|GO|EM|ST|TO|DR|DR|DR|DR|DR|DR|DR|ED|
ED|DR|DR|DR|DR|DR|DR|DR|AR|DR|DR|DR|PL|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|EM|DR|DR|DR|DR|MA|DR|DR|DR|DR|DR|OP|DR|DR|ST|PL|DR|DR|GO|PL|DR|ST|DR|DR|ST|DR|DR|DR|DR|PL|DR|DR|DR|AR|DR|AR|DR|PL|DR|DR|DR|DR|DR|DR|NE|DR|DR|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|ST|DR|DR|DR|DR|ST|DR|DR|DR|TO|ED|
ED|DR|DR|ST|DR|TO|DR|PL|DR|ST|DR|DR|DR|PL|DR|DR|DR|OP|DR|DR|GO|DR|TO|RU|DR|DR|DR|DR|DR|DR|DR|DR|RU|GO|DR|ST|MA|DR|DR|DR|ST|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|RU|DR|MA|DR|PL|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|GO|ST|DR|TO|TO|DR|DR|RU|DR|DR|OP|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|AR|DR|DR|DR|ST|DR|DR|ST|DR|DR|ED|
ED|DR|DR|PL|DR|RU|DR|ST|DR|DR|AR|GO|GO|DR|NE|RU|TO|DR|DR|ST|DR|DR|MA|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|AM|AM|DR|AM|EM|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|AM|RU|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|OP|DR|EM|DR|DR|GO|DR|DR|DR|GO|DR|NE|DR|OP|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ED|
